annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
5611,635,27652,618,792,168,220,0.3339
5612,635,28762,618,793,167,220,0.3134
5613,635,12419,612,153,203,200,0.1362
5614,635,16231,611,153,203,203,0.0157
5615,635,27776,611,792,174,215,0.0045
5616,635,16231,65,752,241,232,0.0036
5617,635,33008,615,794,170,219,0.0017
5618,635,33877,613,789,171,259,0.0010
5619,636,3543,589,857,209,216,0.9615
5620,636,33877,195,255,157,214,0.9260
5621,636,16547,652,280,233,224,0.9243
5622,636,4542,132,905,214,209,0.8837
5623,636,28762,197,257,160,212,0.1699
5624,636,12419,135,907,212,211,0.0071
5625,636,33877,185,246,206,224,0.0060
5626,636,27776,205,258,151,205,0.0046
5627,636,33008,183,247,207,223,0.0039
5628,636,16231,656,274,237,232,0.0038
5629,636,3543,588,873,206,197,0.0029
5630,636,16231,136,906,211,210,0.0025
5631,636,6562,186,252,171,218,0.0023
5632,636,33008,194,253,160,215,0.0016
5633,636,16231,652,280,230,223,0.0015
5634,636,33008,134,903,212,213,0.0014
5635,636,27992,127,904,222,215,0.0012
5636,636,16231,199,907,145,209,0.0011
5637,636,18109,130,903,226,216,0.0010
5638,637,2482,593,105,288,452,0.9122
5639,637,3742,73,814,334,324,0.8380
5640,637,5885,612,693,237,507,0.6736
5641,637,6191,56,202,472,338,0.5164
5642,637,13394,616,697,234,508,0.3132
5643,637,2482,596,4,312,480,0.0127
5644,637,4377,613,692,236,513,0.0099
5645,637,23222,49,201,476,341,0.0043
5646,637,2482,592,21,332,534,0.0039
5647,637,2482,591,4,299,558,0.0032
5648,637,33879,55,202,473,338,0.0024
5649,637,2482,594,4,362,158,0.0022
5650,637,2482,599,109,275,1100,0.0015
5651,637,16547,72,811,332,328,0.0014
5652,637,2482,602,106,301,443,0.0013
5653,637,5885,614,689,280,524,0.0012
5654,637,16550,5,1,322,115,0.0011
5655,638,2482,610,79,278,455,0.9286
5656,638,5885,597,695,242,495,0.8123
5657,638,3742,71,800,327,318,0.8047
5658,638,6191,50,164,477,341,0.5464
5659,638,2482,610,16,290,528,0.0076
5660,638,2482,607,64,302,471,0.0054
5661,638,2482,712,7,236,256,0.0032
5662,638,2482,829,1,144,70,0.0032
5663,638,23222,49,172,472,336,0.0021
5664,638,1899,941,1261,35,19,0.0020
5665,638,2482,216,93,673,434,0.0020
5666,638,5093,71,800,329,318,0.0020
5667,638,1899,0,1248,37,32,0.0020
5668,638,5885,598,690,298,507,0.0019
5669,638,16547,70,800,329,319,0.0017
5670,638,2482,587,71,288,1118,0.0015
5671,638,19860,975,1255,1,25,0.0013
5672,638,2482,484,91,406,438,0.0013
5673,638,19860,939,1254,37,25,0.0012
5674,638,27732,863,1,113,84,0.0012
5675,638,2482,760,3,216,84,0.0010
5676,640,3831,488,288,400,334,0.8844
5677,640,3350,407,918,190,194,0.8593
5678,640,20237,93,299,230,221,0.8433
5679,640,3831,662,1,313,122,0.0220
5680,640,38161,97,297,229,226,0.0065
5681,640,16687,5,1,354,118,0.0024
5682,640,30307,653,1,323,122,0.0021
5683,640,16687,5,1,367,460,0.0021
5684,640,16687,567,1,409,117,0.0021
5685,640,16687,576,1,400,244,0.0019
5686,640,3831,653,0,323,170,0.0015
5687,640,3831,476,143,424,488,0.0015
5688,640,3350,405,915,191,215,0.0013
5689,640,16687,1,1,363,148,0.0013
5690,640,16687,0,0,407,591,0.0013
5691,640,1899,0,1248,58,32,0.0012
5692,640,31884,2,1,349,121,0.0012
5693,640,1899,0,1244,58,36,0.0012
5694,640,16687,500,0,476,166,0.0011
5695,640,3831,477,35,430,597,0.0011
5696,641,3350,342,127,183,185,0.8954
5697,641,20237,618,707,232,231,0.8805
5698,641,3831,37,576,411,350,0.7357
5699,641,3350,617,705,235,233,0.0029
5700,641,36636,0,1228,269,52,0.0023
5701,641,16687,765,1,211,83,0.0021
5702,641,1899,0,1260,67,20,0.0019
5703,641,27732,771,1210,205,70,0.0018
5704,641,33879,45,579,399,342,0.0017
5705,641,16687,441,0,535,555,0.0016
5706,641,16687,651,0,325,320,0.0014
5707,641,38161,615,702,233,237,0.0013
5708,641,16687,645,1,331,89,0.0012
5709,641,1899,0,1246,125,34,0.0011
5710,641,3350,341,111,192,200,0.0011
5711,641,36636,0,1228,241,51,0.0011
5712,641,36636,0,1231,295,49,0.0011
5713,641,3831,768,1156,208,124,0.0010
5714,644,6191,501,608,279,532,0.8682
5715,644,3742,480,120,318,306,0.7929
5716,644,2482,63,651,204,485,0.7531
5717,644,13394,82,84,226,485,0.6191
5718,644,5093,483,119,315,305,0.0089
5719,644,16547,483,119,316,306,0.0044
5720,644,3482,0,1223,232,57,0.0027
5721,644,3482,0,1225,216,55,0.0025
5722,644,3742,740,3,234,93,0.0019
5723,644,16550,794,1194,182,86,0.0018
5724,644,16550,796,1156,180,124,0.0017
5725,644,3742,480,22,496,361,0.0013
5726,644,13394,46,16,250,555,0.0013
5727,644,27732,856,1143,120,137,0.0012
5728,644,2482,0,653,269,483,0.0012
5729,644,27732,828,1182,148,98,0.0012
5730,644,12080,77,82,237,485,0.0011
5731,644,2482,65,156,215,983,0.0011
5732,644,3742,472,81,501,366,0.0010
5733,644,2482,63,635,223,503,0.0010
5734,646,36636,130,827,196,257,0.9782
5735,646,27776,638,293,175,195,0.9731
5736,646,3482,173,276,259,216,0.9306
5737,646,34596,399,629,461,434,0.8284
5738,646,36636,636,294,179,197,0.0074
5739,646,3482,635,292,177,198,0.0059
5740,646,1899,131,832,197,248,0.0025
5741,646,16547,635,292,177,199,0.0017
5742,646,3350,634,292,179,198,0.0015
5743,646,29666,635,294,177,197,0.0014
5744,647,36636,666,179,186,250,0.9709
5745,647,27776,177,811,176,200,0.9251
5746,647,3482,565,812,266,219,0.8735
5747,647,34596,140,188,451,417,0.7071
5748,647,36636,177,810,176,204,0.0129
5749,647,3482,180,812,178,204,0.0054
5750,647,29666,177,811,176,203,0.0024
5751,647,19860,177,810,177,204,0.0015
5752,647,27776,662,177,191,251,0.0014
5753,647,34596,141,188,444,461,0.0013
5754,647,27776,176,876,177,139,0.0012
5755,647,3350,178,810,176,204,0.0012
5756,647,2482,566,810,270,223,0.0010
5757,648,36636,635,177,183,243,0.9562
5758,648,27776,145,777,179,203,0.8882
5759,648,3482,535,775,272,227,0.8297
5760,648,34596,124,154,442,426,0.6111
5761,648,36636,146,775,181,207,0.0050
5762,648,1899,636,171,184,249,0.0021
5763,648,29666,142,774,184,208,0.0018
5764,648,3482,147,775,178,208,0.0015
5765,648,27776,148,777,158,205,0.0014
5766,650,3350,369,178,180,184,0.9197
5767,650,36636,562,822,275,169,0.8725
5768,650,32309,0,703,313,318,0.6262
5769,650,35205,766,1166,210,114,0.0201
5770,650,19231,0,704,310,315,0.0173
5771,650,20876,562,822,276,170,0.0111
5772,650,35205,728,1169,248,111,0.0107
5773,650,1899,1,1234,69,46,0.0101
5774,650,3482,0,1227,153,53,0.0100
5775,650,1899,0,1237,70,43,0.0073
5776,650,1899,0,1235,92,45,0.0073
5777,650,3482,0,1229,125,51,0.0071
5778,650,1899,0,1233,109,47,0.0070
5779,650,35205,770,1157,206,123,0.0062
5780,650,19860,3,1239,66,41,0.0039
5781,650,21324,556,820,276,169,0.0036
5782,650,19860,0,1230,130,49,0.0036
5783,650,21324,802,1183,174,97,0.0033
5784,650,3482,0,1224,202,55,0.0028
5785,650,3350,369,162,176,202,0.0026
5786,650,3831,782,0,194,67,0.0023
5787,650,19860,0,1225,118,55,0.0022
5788,650,13899,806,1183,170,97,0.0022
5789,650,1899,806,1190,170,90,0.0019
5790,650,18356,0,702,309,314,0.0018
5791,650,16687,746,0,230,259,0.0016
5792,650,35205,748,1141,221,137,0.0015
5793,650,16687,835,0,141,349,0.0013
5794,650,1899,0,1235,132,45,0.0013
5795,650,1899,0,1231,82,49,0.0013
5796,650,33008,0,705,307,311,0.0013
5797,650,12777,820,1,156,83,0.0013
5798,650,3482,0,1222,236,58,0.0013
5799,650,1899,836,1191,140,89,0.0012
5800,650,32309,0,694,314,335,0.0012
5801,650,35205,646,1187,330,93,0.0012
5802,650,35205,827,1058,149,222,0.0012
5803,650,21324,1,0,41,25,0.0011
5804,650,1899,0,1235,83,45,0.0011
5805,650,1899,555,823,278,172,0.0011
5806,650,1899,856,1190,120,87,0.0011
5807,650,19860,0,1224,133,56,0.0010
5808,650,16687,780,1,196,71,0.0010
5809,652,1899,126,258,201,151,0.9433
5810,652,31704,602,694,250,454,0.8695
5811,652,24849,117,840,299,168,0.8390
5812,652,16550,561,63,292,464,0.8093
5813,652,24849,114,804,303,206,0.0131
5814,652,3742,118,842,295,168,0.0049
5815,652,36636,118,841,295,169,0.0044
5816,652,24849,108,843,312,174,0.0039
5817,652,5093,118,842,296,168,0.0038
5818,652,1899,128,257,193,141,0.0032
5819,652,31704,598,687,300,460,0.0029
5820,652,16547,119,842,295,166,0.0021
5821,652,24849,115,841,302,214,0.0015
5822,652,33008,117,841,296,170,0.0015
5823,652,24849,105,837,322,312,0.0015
5824,652,3482,116,843,298,170,0.0012
5825,652,31704,564,688,288,468,0.0011
5826,652,19860,127,255,200,154,0.0010
5827,653,1899,646,858,211,155,0.8984
5828,653,31704,134,125,244,424,0.8668
5829,653,24849,544,264,293,167,0.8335
5830,653,16550,92,693,308,487,0.7988
5831,653,24849,544,229,293,202,0.0128
5832,653,31704,113,119,261,431,0.0049
5833,653,16547,551,268,286,162,0.0040
5834,653,3742,543,267,294,162,0.0028
5835,653,33008,545,266,291,165,0.0022
5836,653,31704,133,114,316,440,0.0021
5837,653,36636,548,267,288,164,0.0021
5838,653,24849,414,260,424,196,0.0017
5839,653,5093,548,266,291,163,0.0014
5840,653,19860,647,858,209,157,0.0013
5841,653,24849,543,262,369,186,0.0013
5842,653,24849,542,145,305,288,0.0012
5843,653,3482,549,268,290,162,0.0012
5844,653,24849,442,248,400,203,0.0011
5845,653,24849,539,256,399,187,0.0010
5846,654,1899,143,268,205,146,0.9660
5847,654,31704,627,730,249,453,0.9437
5848,654,24849,154,881,293,159,0.8799
5849,654,16550,592,74,296,471,0.7233
5850,654,16547,153,883,294,159,0.0093
5851,654,33008,144,881,300,162,0.0061
5852,654,3742,150,879,296,161,0.0055
5853,654,36636,151,879,296,162,0.0033
5854,654,5093,150,879,296,162,0.0030
5855,654,24849,154,792,294,245,0.0023
5856,654,31704,561,736,314,444,0.0021
5857,654,31704,623,731,272,444,0.0021
5858,654,31704,391,738,482,433,0.0021
5859,654,24849,93,874,355,182,0.0020
5860,654,24849,154,874,301,257,0.0018
5861,654,31704,452,737,422,433,0.0016
5862,654,24849,148,877,411,169,0.0015
5863,654,24849,75,864,373,217,0.0015
5864,654,24849,80,869,369,174,0.0014
5865,654,31704,521,731,354,444,0.0012
5866,654,24849,146,864,455,184,0.0012
5867,654,24849,145,869,467,210,0.0011
5868,654,19860,141,269,203,146,0.0010
5869,654,1899,132,273,211,143,0.0010
5870,656,6562,188,709,219,359,0.9613
5871,656,16550,543,183,413,385,0.8825
5872,656,3543,151,189,206,203,0.8241
5873,656,33877,632,850,219,136,0.7689
5874,656,28762,631,847,222,140,0.1105
5875,656,33008,630,850,221,136,0.0615
5876,656,44198,626,839,229,146,0.0064
5877,656,33008,631,830,221,159,0.0056
5878,656,28762,630,831,222,158,0.0039
5879,656,33008,625,849,240,142,0.0023
5880,656,10220,187,710,216,350,0.0022
5881,656,27776,190,751,217,309,0.0021
5882,656,10220,190,744,214,319,0.0014
5883,656,36636,537,185,410,381,0.0014
5884,656,33877,632,847,216,204,0.0011
5885,656,16547,190,712,218,346,0.0011
5886,656,27776,194,858,208,204,0.0011
5887,656,44198,628,791,228,190,0.0011
5888,656,28762,614,844,243,146,0.0010
5889,658,18109,77,790,308,290,0.9958
5890,658,1899,171,247,181,179,0.9482
5891,658,29450,496,820,402,266,0.9064
5892,658,16550,632,10,286,484,0.8061
5893,658,18109,0,778,384,302,0.0176
5894,658,18109,75,789,397,291,0.0159
5895,658,18109,72,784,311,321,0.0107
5896,658,33008,80,792,303,289,0.0075
5897,658,1899,165,250,181,179,0.0073
5898,658,18109,67,685,315,402,0.0070
5899,658,29450,490,816,412,290,0.0065
5900,658,16261,83,794,299,288,0.0055
5901,658,21770,89,792,287,290,0.0038
5902,658,18109,80,792,859,292,0.0033
5903,658,18109,73,788,321,358,0.0031
5904,658,18109,0,771,389,316,0.0029
5905,658,18109,0,759,390,323,0.0024
5906,658,16547,499,820,392,265,0.0020
5907,658,18109,47,669,336,417,0.0020
5908,658,18109,72,788,487,385,0.0017
5909,658,3482,83,794,300,288,0.0017
5910,658,29450,494,824,416,317,0.0017
5911,658,36636,500,820,394,266,0.0014
5912,658,18109,0,770,390,358,0.0013
5913,658,1899,167,239,190,184,0.0011
5914,658,18109,65,668,375,421,0.0011
5915,658,3742,493,819,398,267,0.0010
5916,658,16550,501,7,418,480,0.0010
5917,659,18109,42,747,312,297,0.9930
5918,659,1899,148,240,182,183,0.9518
5919,659,29450,467,784,404,273,0.8618
5920,659,16550,606,8,278,471,0.8267
5921,659,18109,0,750,358,295,0.0340
5922,659,18109,44,706,311,338,0.0197
5923,659,18109,50,766,722,282,0.0143
5924,659,18109,48,725,312,326,0.0102
5925,659,18109,37,750,324,377,0.0073
5926,659,18109,47,761,802,288,0.0067
5927,659,18109,26,752,332,308,0.0050
5928,659,36636,469,782,400,270,0.0045
5929,659,33008,45,750,308,298,0.0042
5930,659,18109,40,753,336,395,0.0027
5931,659,16547,463,784,408,270,0.0026
5932,659,16261,48,749,305,299,0.0023
5933,659,36636,148,239,182,182,0.0017
5934,659,29450,450,776,417,372,0.0017
5935,659,19860,149,237,183,186,0.0016
5936,659,29450,458,690,409,358,0.0015
5937,659,18109,47,767,884,291,0.0014
5938,659,29450,457,762,445,293,0.0014
5939,659,3742,461,783,403,270,0.0013
5940,659,21770,58,749,295,298,0.0013
5941,660,18109,610,228,302,287,0.9853
5942,660,1899,642,847,191,188,0.9774
5943,660,29450,115,218,392,258,0.8490
5944,660,16550,62,744,291,495,0.6783
5945,660,18109,570,219,345,287,0.0194
5946,660,33008,611,229,297,286,0.0160
5947,660,18109,525,217,390,287,0.0106
5948,660,16261,610,228,299,287,0.0063
5949,660,18109,610,219,366,288,0.0058
5950,660,21770,619,226,286,291,0.0034
5951,660,36636,119,219,386,255,0.0028
5952,660,22346,611,228,297,287,0.0024
5953,660,18109,609,176,367,332,0.0022
5954,660,29450,102,211,411,353,0.0021
5955,660,18109,608,223,368,304,0.0021
5956,660,18109,594,231,334,402,0.0020
5957,660,29450,116,220,404,299,0.0020
5958,660,29450,117,219,461,260,0.0017
5959,660,16547,118,219,384,254,0.0016
5960,660,18109,608,94,312,427,0.0015
5961,660,18109,602,41,319,475,0.0013
5962,660,18109,605,142,323,375,0.0013
5963,660,18109,346,215,574,287,0.0013
5964,660,1899,642,846,187,167,0.0013
5965,660,29450,114,207,723,271,0.0011
5966,660,29450,102,85,409,386,0.0011
5967,660,18109,558,230,365,441,0.0011
5968,660,3482,115,215,388,262,0.0011
5969,660,18109,216,216,701,341,0.0011
5970,660,18109,508,228,407,298,0.0011
5971,661,31862,181,299,206,212,0.9415
5972,661,3350,379,879,188,190,0.6871
5973,661,16231,688,293,188,193,0.5740
5974,661,31862,688,294,186,190,0.0239
5975,661,22073,179,302,206,207,0.0231
5976,661,22073,687,292,190,192,0.0220
5977,661,25437,179,302,206,208,0.0165
5978,661,3350,177,300,207,208,0.0090
5979,661,3350,686,292,190,192,0.0083
5980,661,1899,0,1254,49,26,0.0064
5981,661,1899,0,1249,48,31,0.0028
5982,661,1899,0,1253,59,27,0.0020
5983,661,31862,176,303,205,181,0.0015
5984,661,3350,371,875,206,194,0.0013
5985,661,1899,0,1247,49,33,0.0011
5986,661,19860,0,1255,57,24,0.0010
5987,662,31862,554,724,212,215,0.9203
5988,662,3350,368,160,186,190,0.9000
5989,662,16231,46,744,194,192,0.8412
5990,662,22073,554,724,210,213,0.0603
5991,662,22073,42,744,197,192,0.0132
5992,662,25437,554,724,212,214,0.0117
5993,662,3350,555,723,210,214,0.0088
5994,662,3350,43,743,196,193,0.0061
5995,662,16687,506,0,470,680,0.0020
5996,662,16687,747,1,229,86,0.0014
5997,662,31862,554,726,207,158,0.0012
5998,662,16687,626,0,350,500,0.0011
5999,662,16687,638,1,338,224,0.0010
6000,664,36636,167,799,190,258,0.9594
6001,664,3482,142,294,211,257,0.9067
6002,664,20876,542,293,330,235,0.8999
6003,664,28762,630,876,223,209,0.8858
6004,664,36636,543,293,328,232,0.0106
6005,664,23202,632,873,214,213,0.0041
6006,664,20876,540,214,329,317,0.0021
6007,664,27776,169,798,191,253,0.0019
6008,664,27776,632,873,214,212,0.0018
6009,664,20876,541,290,353,249,0.0016
6010,664,20876,451,285,426,251,0.0012
6011,664,12246,635,874,212,211,0.0011
6012,665,36636,602,202,183,244,0.9717
6013,665,3482,624,718,210,272,0.9475
6014,665,28762,130,184,210,200,0.9345
6015,665,20876,83,724,338,244,0.9152
6016,665,28762,129,155,213,230,0.0042
6017,665,20876,79,703,343,259,0.0033
6018,665,36636,84,725,333,237,0.0030
6019,665,20876,0,723,432,244,0.0020
6020,665,2482,630,704,213,288,0.0017
6021,665,20876,77,726,346,296,0.0014
6022,665,27776,607,204,177,243,0.0013
6023,667,25437,121,821,256,256,0.9589
6024,667,2482,570,113,300,449,0.8678
6025,667,22626,24,148,481,275,0.8508
6026,667,12080,649,703,238,445,0.8473
6027,667,2482,811,1,158,80,0.0185
6028,667,33008,24,149,474,275,0.0160
6029,667,2482,803,0,173,74,0.0046
6030,667,2482,714,4,214,145,0.0039
6031,667,19860,942,1255,34,25,0.0026
6032,667,1899,943,1261,33,19,0.0025
6033,667,2482,772,1,204,74,0.0023
6034,667,19860,975,1255,1,25,0.0019
6035,667,27732,833,0,143,89,0.0018
6036,667,27652,30,150,484,270,0.0018
6037,667,2482,569,102,326,465,0.0017
6038,667,31862,120,827,259,240,0.0017
6039,667,2482,622,9,328,538,0.0017
6040,667,2482,579,55,344,519,0.0014
6041,667,2482,837,1,139,80,0.0013
6042,667,22626,19,98,489,327,0.0012
6043,667,1899,0,1253,34,27,0.0012
6044,667,22626,20,127,496,295,0.0011
6045,667,2482,888,1,88,453,0.0011
6046,668,25437,556,196,248,251,0.9636
6047,668,12080,65,113,228,431,0.9250
6048,668,2482,71,649,293,451,0.8867
6049,668,22626,434,779,487,295,0.6224
6050,668,6191,435,776,487,295,0.2606
6051,668,27652,436,780,484,296,0.0065
6052,668,33008,435,779,481,294,0.0059
6053,668,18146,735,0,231,102,0.0044
6054,668,12080,0,111,293,440,0.0022
6055,668,12080,64,106,254,444,0.0014
6056,668,19551,716,0,249,200,0.0014
6057,668,27732,764,1232,212,48,0.0013
6058,668,3482,0,1209,253,71,0.0013
6059,668,29666,72,129,220,413,0.0012
6060,668,2482,67,97,275,1007,0.0012
6061,668,6191,438,694,486,375,0.0012
6062,668,31884,728,1,248,110,0.0011
6063,668,3482,0,1213,234,67,0.0011
6064,670,3482,123,272,274,190,0.9503
6065,670,22346,681,847,215,208,0.9468
6066,670,35205,136,726,243,411,0.8417
6067,670,25468,573,188,329,283,0.7163
6068,670,21025,684,848,212,208,0.0043
6069,670,35205,107,729,272,410,0.0039
6070,670,25468,563,186,413,288,0.0015
6071,670,25468,563,113,346,357,0.0013
6072,670,25468,562,175,414,302,0.0012
6073,670,35205,139,726,278,414,0.0012
6074,670,25468,351,201,562,273,0.0011
6075,670,22346,680,847,214,235,0.0011
6076,672,22346,107,224,208,198,0.9069
6077,672,35205,615,118,229,403,0.8440
6078,672,3482,602,846,278,187,0.8362
6079,672,25468,86,828,346,302,0.7833
6080,672,16231,108,227,203,198,0.0039
6081,672,35205,588,115,257,405,0.0034
6082,672,22346,106,205,205,224,0.0032
6083,672,25468,0,826,441,310,0.0024
6084,672,35205,614,111,283,406,0.0018
6085,672,3482,84,825,339,302,0.0015
6086,672,36636,616,123,224,396,0.0014
6087,672,35205,612,120,315,405,0.0013
6088,672,35205,604,13,240,511,0.0011
6089,674,16547,153,889,243,240,0.9417
6090,674,1899,634,895,211,134,0.9184
6091,674,27925,597,157,261,455,0.9024
6092,674,44198,138,292,284,149,0.0557
6093,674,12246,143,296,274,152,0.0421
6094,674,3350,135,292,285,150,0.0119
6095,674,20237,140,293,283,150,0.0108
6096,674,19860,136,291,286,152,0.0105
6097,674,12246,230,297,188,145,0.0102
6098,674,33008,140,293,282,150,0.0084
6099,674,19860,634,887,206,140,0.0055
6100,674,29666,138,293,284,150,0.0041
6101,674,6562,603,160,253,447,0.0039
6102,674,3482,138,293,282,150,0.0027
6103,674,12246,126,295,292,145,0.0023
6104,674,1899,640,895,220,131,0.0019
6105,674,18356,603,162,250,445,0.0016
6106,674,16547,154,889,238,213,0.0015
6107,674,44198,141,250,289,192,0.0014
6108,674,36636,634,893,209,136,0.0013
6109,674,27925,599,158,319,457,0.0011
6110,675,16547,564,134,231,224,0.9303
6111,675,1899,141,239,196,129,0.9187
6112,675,27925,96,617,274,482,0.8914
6113,675,44198,548,829,295,151,0.5878
6114,675,20237,549,833,292,147,0.0650
6115,675,44198,546,805,296,174,0.0082
6116,675,12246,550,834,301,145,0.0053
6117,675,44198,547,838,298,170,0.0025
6118,675,19860,141,239,199,129,0.0022
6119,675,44198,540,833,318,246,0.0021
6120,675,6562,100,619,259,482,0.0017
6121,675,1899,139,248,203,120,0.0016
6122,675,44198,550,782,296,199,0.0014
6123,675,44198,545,833,336,240,0.0013
6124,675,33008,552,833,289,149,0.0012
6125,675,27992,542,818,417,188,0.0011
6126,675,3350,549,831,293,149,0.0010
6127,677,18109,15,690,313,300,0.9512
6128,677,27925,568,624,263,493,0.9429
6129,677,1899,142,241,200,130,0.9248
6130,677,16550,620,13,296,455,0.8041
6131,677,21770,26,700,293,299,0.0123
6132,677,33008,18,696,305,298,0.0065
6133,677,16261,18,696,306,297,0.0052
6134,677,6562,571,630,255,481,0.0051
6135,677,29666,18,695,307,299,0.0042
6136,677,18109,7,687,328,325,0.0022
6137,677,19860,139,239,200,130,0.0019
6138,677,18109,0,688,333,345,0.0015
6139,677,18109,6,677,574,317,0.0014
6140,677,18109,8,579,329,414,0.0013
6141,677,16550,560,7,360,462,0.0012
6142,677,2482,956,554,20,568,0.0011
6143,677,18109,2,697,385,394,0.0011
6144,677,18109,18,694,464,302,0.0010
6145,679,5093,104,810,284,286,0.9481
6146,679,4377,597,699,220,467,0.9148
6147,679,22626,127,151,343,484,0.8986
6148,679,2482,604,82,222,477,0.8721
6149,679,2482,597,11,257,549,0.0056
6150,679,2482,609,54,229,503,0.0041
6151,679,22626,114,145,430,490,0.0039
6152,679,22626,120,130,450,508,0.0031
6153,679,2482,589,9,243,553,0.0030
6154,679,4377,600,694,376,489,0.0023
6155,679,22626,110,138,506,486,0.0022
6156,679,12777,954,441,22,797,0.0019
6157,679,22626,93,147,376,491,0.0018
6158,679,4377,598,689,325,470,0.0018
6159,679,12777,951,506,25,735,0.0017
6160,679,4377,554,697,270,475,0.0016
6161,679,2482,600,26,338,530,0.0015
6162,679,4377,580,693,246,533,0.0015
6163,679,2482,604,79,312,483,0.0014
6164,679,2482,593,82,227,1038,0.0013
6165,679,12777,955,315,21,904,0.0013
6166,679,2482,945,67,31,832,0.0013
6167,679,12777,944,550,32,700,0.0012
6168,679,2482,579,84,246,481,0.0012
6169,679,31862,103,810,288,295,0.0012
6170,679,2482,512,86,311,480,0.0012
6171,679,2482,591,6,364,218,0.0011
6172,679,12777,952,80,24,957,0.0011
6173,679,12777,954,179,22,1031,0.0011
6174,679,31862,155,814,233,287,0.0011
6175,679,2482,611,72,365,481,0.0010
6176,680,5093,548,191,272,270,0.9659
6177,680,4377,141,101,206,443,0.9161
6178,680,2482,87,678,239,481,0.8660
6179,680,22626,469,607,350,466,0.8251
6180,680,3742,548,190,276,268,0.0079
6181,680,3831,723,1,246,102,0.0036
6182,680,4377,90,98,260,453,0.0028
6183,680,31862,557,192,262,264,0.0026
6184,680,2482,113,88,221,1060,0.0024
6185,680,27732,795,1231,181,49,0.0021
6186,680,3482,0,1212,258,68,0.0017
6187,680,18146,712,1,252,96,0.0016
6188,680,3482,0,1214,234,65,0.0016
6189,680,5885,13,1,236,75,0.0015
6190,680,1899,874,1209,102,71,0.0015
6191,680,4377,140,95,287,456,0.0013
6192,680,2482,46,669,292,607,0.0013
6193,680,3482,0,1210,278,70,0.0012
6194,680,22626,463,595,461,472,0.0012
6195,680,27732,832,1214,144,66,0.0012
6196,680,2482,0,673,322,481,0.0011
6197,680,27732,873,1130,103,150,0.0011
6198,680,2482,85,679,426,478,0.0011
6199,680,5885,105,18,237,511,0.0011
6200,681,5093,102,801,278,273,0.9468
6201,681,4377,592,695,210,455,0.9384
6202,681,2482,615,48,222,487,0.9121
6203,681,22626,133,131,339,468,0.8928
6204,681,3742,102,797,280,273,0.0135
6205,681,22626,119,110,426,475,0.0042
6206,681,31862,102,801,279,265,0.0025
6207,681,19860,880,1243,96,36,0.0023
6208,681,4377,561,696,246,464,0.0019
6209,681,1899,0,1247,39,33,0.0019
6210,681,2482,614,35,291,507,0.0018
6211,681,22626,119,122,348,517,0.0017
6212,681,22626,98,117,372,472,0.0017
6213,681,4377,566,690,251,558,0.0016
6214,681,4377,588,684,350,470,0.0016
6215,681,2482,616,47,335,491,0.0014
6216,681,4377,571,690,260,582,0.0014
6217,681,1899,915,1247,61,33,0.0013
6218,681,2482,416,54,421,490,0.0013
6219,681,2482,583,63,238,1086,0.0012
6220,681,2482,929,30,47,762,0.0012
6221,681,19860,943,1248,33,31,0.0011
6222,681,12777,957,533,19,696,0.0011
6223,681,4377,596,705,232,456,0.0011
6224,681,19860,862,1214,114,66,0.0011
6225,681,12777,955,550,21,691,0.0010
6226,681,4377,588,691,372,494,0.0010
6227,684,18109,77,763,310,290,0.9933
6228,684,29344,573,716,327,422,0.9737
6229,684,1899,184,266,129,202,0.9414
6230,684,16550,523,88,372,432,0.9009
6231,684,33008,83,766,300,289,0.0167
6232,684,18109,69,697,314,355,0.0142
6233,684,18109,0,764,384,292,0.0142
6234,684,19860,185,268,130,199,0.0105
6235,684,18109,76,764,341,294,0.0089
6236,684,18109,68,763,318,358,0.0053
6237,684,18109,0,748,389,311,0.0043
6238,684,18109,80,713,306,349,0.0033
6239,684,16261,80,769,301,288,0.0031
6240,684,21770,90,762,292,296,0.0027
6241,684,18109,80,763,556,299,0.0021
6242,684,36636,531,91,357,429,0.0018
6243,684,18109,13,662,376,405,0.0015
6244,684,1899,188,254,120,210,0.0015
6245,684,18109,0,752,388,319,0.0014
6246,684,3482,81,766,302,288,0.0013
6247,684,27776,89,764,294,290,0.0013
6248,684,1899,185,270,122,210,0.0012
6249,684,18109,0,698,388,378,0.0012
6250,684,18109,74,665,702,409,0.0012
6251,684,1899,173,269,144,199,0.0011
6252,684,18109,51,771,383,422,0.0010
6253,685,25437,117,821,256,254,0.9612
6254,685,2482,572,115,298,448,0.8784
6255,685,12080,646,703,237,449,0.8296
6256,685,6191,89,9,303,525,0.8022
6257,685,2482,810,1,161,81,0.0247
6258,685,2482,734,3,203,94,0.0038
6259,685,27732,820,0,156,89,0.0030
6260,685,1899,943,1262,33,18,0.0021
6261,685,19860,940,1255,36,25,0.0021
6262,685,2482,701,6,255,456,0.0020
6263,685,2482,570,100,327,467,0.0018
6264,685,6191,87,12,329,532,0.0018
6265,685,2482,580,53,343,525,0.0017
6266,685,19860,976,1255,0,25,0.0016
6267,685,31862,113,826,263,239,0.0013
6268,685,2482,808,0,167,71,0.0013
6269,685,2482,583,109,297,1044,0.0012
6270,685,2482,553,112,323,1002,0.0012
